CONSUMPTION_SEGMENT_CODE,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
640222,,1,0,-0,1,0,0,0,0,0,0,0,0,0,0,-0,0,-1,-0,0,0,1,-0,0,-0,0,0,0,0,2,0,0,-0,0,-0,0,1,0,0,-0,0,0,0,0,0,0,0,1,0,0,0
640224,,0,0,0,1,0,0,0,0,0,0,-0,0,-0,1,-0,0,0,0,-0,2,0,-0,1,-0,0,0,0,0,0,1,-1,-0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0
640226,,0,0,1,0,0,-0,0,0,0,0,0,0,-0,-0,-0,0,0,0,2,-1,0,-0,-0,-0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-0
640243,,0,0,1,0,0,0,-0,0,-0,0,0,-0,0,0,-0,0,0,0,0,4,-1,-0,0,-0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
640244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440120,,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
440126,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0,0,0,0,1,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,-0
440128,,0,0,1,0,2,-1,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,1,-0
440129,,0,0,0,0,0,0,0,0,-0,0,0,0,1,0,-3,0,1,6,-2,-1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0,0,0,0,1,0,1,-0,-1,0,0,0,0
440232,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0,1,0,-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,-0
520324,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,1,0,1,0
520325,,1,0,0,1,1,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,-0,0,0,0,0,1,0,0,0,2,0,1,2,1,1,1,0,-0
520301,,-0,0,0,0,0,0,0,0,-0,0,0,1,0,0,-0,0,0,6,1,1,1,-0,0,-0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,-0,1,0,0,1,0,1,1,0
520303,,0,0,1,0,0,-0,1,0,0,0,0,0,0,0,-0,0,0,4,0,1,0,-0,0,-0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,-0
520311,,0,0,1,0,-0,0,0,0,0,0,1,0,1,0,-0,0,0,4,0,-0,0,-0,0,-0,0,0,0,1,0,0,0,0,-0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
520313,,0,0,-0,0,0,0,0,1,0,0,0,0,0,0,-0,0,0,4,-1,-0,1,-0,-0,0,0,0,0,1,0,0,0,0,-0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
520326,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-0,0,0,9,-5,-2,1,-0,0,1,0,-0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,0,1,-0
520332,,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,0,0,-1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0
410508,,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,1,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0,-0
410509,,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,0,-0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410517,,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,-0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
410518,,0,0,0,1,0,0,-0,0,0,-0,0,0,0,0,-0,1,-0,0,0,-0,0,-0,-0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-0
440101,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
440113,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0,0,1,0,-0,-0,-0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0
440116,,0,0,0,0,-0,0,0,0,0,0,-0,0,0,-0,-0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0,0,0,0,0,1,0,0,0,-0,1,0,0,0,0,0,0,0
440118,,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,1,-0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0
440104,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2,1,1,-0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,1,1,0,0,1,1,1,1,0,1,-0
440105,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,2,1,1,1,1,1,0,0,0,1,-0
440121,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,0,-0,0,0,0,0,0,-0,0,1,0,0,0,0,0,0,0,1,1,1,1,-0,0,0,1,0,0,0
440123,,0,0,-0,-0,0,0,1,0,-0,0,-0,0,0,0,-0,0,1,0,1,-0,1,0,2,-0,1,0,0,0,0,0,0,1,0,1,-0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0
440127,,0,-1,-0,1,1,1,0,1,-0,-0,1,0,1,1,0,-0,-0,1,0,0,2,0,1,0,0,0,1,2,1,2,1,0,2,0,1,-1,1,0,-0,1,1,1,1,1,1,-0,-1,-1,-0,0
440227,,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0
440240,,0,1,0,2,1,0,0,0,1,0,-0,2,1,1,-0,0,2,1,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,-0,1,1,1,1,0,1,1,1,1,1,1,-0
440254,,0,0,0,1,0,0,0,-0,-0,0,0,0,-0,0,-0,0,0,-0,1,0,-0,-0,0,0,0,0,1,0,1,0,0,0,-0,0,0,1,0,0,0,0,1,1,1,1,0,-0,0,-0,-0,0
520331,,1,-0,0,0,0,0,0,1,0,0,0,0,-0,0,-0,0,0,4,-1,1,1,-0,0,-0,0,0,0,1,-0,0,-0,0,0,-0,1,0,0,1,0,1,-0,0,0,1,1,1,2,0,1,0
620318,,4,0,-1,0,-0,-2,-1,2,1,-1,-0,0,4,0,-1,3,-1,2,2,1,-1,0,0,-1,4,3,1,2,2,1,2,2,1,-0,-0,0,1,1,0,0,1,-1,0,0,0,-0,-1,-0,1,0
620319,,-0,3,-2,1,-1,0,-1,-0,1,-2,1,-1,-2,3,0,-2,2,-0,5,3,-1,1,1,-0,-0,0,1,-1,1,-3,3,1,0,0,1,0,2,-0,-3,4,-1,-1,-1,2,1,-2,-0,2,2,0
610115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610227,,0,0,-0,0,0,0,1,-0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,0,-0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
610231,,0,0,0,0,0,0,0,0,0,0,0,1,1,-0,0,0,-0,1,1,1,-1,-1,0,2,0,-0,0,0,1,1,-0,0,1,0,1,-1,1,0,1,1,1,0,1,1,-0,2,1,1,0,0
610232,,-0,0,-0,0,0,0,0,0,1,0,0,2,0,-1,-0,0,-1,0,2,0,0,-0,-2,3,0,0,0,-0,1,0,-1,1,-0,1,0,2,1,0,1,1,0,-1,2,0,1,0,1,2,1,0
610235,,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,-0,-0,1,0,0,-0,0,2,-0,0,0,-0,0,0,-0,1,-0,1,0,2,0,0,0,0,0,-0,1,0,0,1,-0,2,0,-0
610236,,0,0,0,-0,0,-1,1,0,0,0,-0,2,0,0,0,0,0,-2,-0,1,0,0,-0,0,-0,1,-0,0,0,-0,0,2,1,0,0,0,0,0,1,1,2,-0,1,1,1,0,1,1,0,-0
610238,,1,0,2,0,0,0,0,1,0,0,1,-1,0,0,1,-0,1,-3,-0,1,1,1,-0,-0,0,0,0,0,1,0,-0,0,0,0,-0,2,-0,-0,1,0,1,0,1,0,1,0,1,2,1,0
610242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620308,,0,-0,-0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,-0,0,-1,1,0,-0,-0,1,0,1,1,1,1,0,1,1,1,-0,-0,0,1,-0
620315,,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,1,0,0,-0,-1,-0,0,0,0,0,0,1,0,0,0,-0,0,0,0,-0,0,1,0,0,1,1,0,0,-0,0,1,0,0
610204,,0,0,0,0,0,1,-1,0,-0,0,1,0,-1,0,-0,0,1,1,1,2,1,-0,1,-0,0,1,1,2,1,1,0,0,2,1,1,3,0,0,1,1,1,1,1,0,-0,0,1,4,1,-0
610303,,0,-0,1,-3,5,-0,0,1,-4,3,-2,4,-0,1,-1,-2,5,3,-4,0,-1,0,-1,-0,-2,-2,0,5,3,1,0,-2,0,2,-0,0,2,1,1,2,-0,0,-0,2,3,-0,1,3,-1,0
620303,,-0,0,-0,-1,0,0,-0,0,0,-0,1,0,-0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,-0,0,1,0,1,0,-0,1,0,0,0,1,0
620307,,-0,2,0,1,-1,-1,-1,-0,0,-0,1,0,-2,-1,-2,-3,3,1,5,4,4,3,2,3,-1,1,-2,2,4,4,9,4,6,4,4,3,-1,-0,3,2,4,5,-1,-2,-2,-4,-6,-4,-2,-0
CP0111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,2
CP0111301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CP0111302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
CP0111303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
CP0111304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,2
CP0230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
CP0230201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
CP0230901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
