"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Gas tariff - variable","420301",0,0,9.497,0,0,0,0,0,17.58,0,0,0,0,0,68.815,0,0,0,0,0,37.547,0,0,0.316,0,0,-1.012,0,0,-25.765,0,0,-7.264,0,0,6.934,0,0,-16.133,0,0,-8.008,0,0,11.967,0,0,1.369,0,0,9.039,0,0,-8.763,0,0,1.166,0,0,-4.067,0,0,-5.385,0,0
"Gas tariff - fixed","420302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.323,0.478,0.296,0.101,0.329,-0.108,-0.094,-0.169,0.012,-0.454,-0.667,-0.969,0.984,-3.097,1.447,1.738
"Butane gas","420404",0,0,6.732,0,0,1.051,0,0,0.382,0,0,3.275,0,0,1.491,0,0,5.802,0,0,5.433,0,0,0.946,0,0,0.076,0,0,0,0,0,0.943,0,0,2.428,0,0,1.188,0,0,0.881,0,0,1.123,0,0,-0.719,0,0,1.834,0,0,0,0,0,0.137,0,0,0,0,0,0.951,0,0
"Patio set - table and chairs","430136",2.589,1.03,-0.693,3.72,-3.084,-3.893,1.191,4.551,-0.851,1.443,4.339,-2.495,3.268,3.504,18.828,-2.001,-3.073,-7.303,-2.781,2.617,-0.944,0.986,3.127,-2.812,2.271,2.583,13.105,-1.882,-4.255,-10.105,2.628,1.898,-2.064,1.38,1.862,-5.428,2.137,1.782,-12.761,-0.563,-0.699,-8.614,9.047,2.27,-0.615,0.047,2.869,-5.023,1.946,1.657,-2.702,1.106,-3.061,-1.451,-3.946,1.027,-0.745,-0.503,1.856,-3.688,1.349,1.728,-1.125,-0.666,-2.351
"Telephone - non-mobile","430323",-0.04,-3.832,2.87,6.116,-1.857,0.608,-1.322,-5.84,3.711,3.698,1.272,0.963,1.458,1.259,-3.291,-3.84,-0.132,1.509,2.036,0.829,-1.403,0.026,4.912,-2.092,1.954,-6.009,8.933,0.566,-3.139,-2.82,7.499,-0.981,1.362,1.017,-4.211,5.841,-3.22,-3.283,2.257,-3.126,-1.128,-3.961,6.374,-1.32,-0.276,-4.934,8.217,-3.039,0.673,3.045,-2.003,1.913,-0.681,-0.396,0.331,-0.053,-0.863,0.954,1.479,0.68,-0.236,1.924,0.426,0.807,4.241
"Smartphone","430357",-3.449,1.608,-2.946,5.879,-3.482,0.076,-0.594,-2.902,-0.752,-3.664,-2.435,2.289,-2.772,0.961,-1.703,-3.657,-1.566,-0.409,-0.339,-0.571,3.674,-4.206,0.714,1.222,-2.856,2.462,2.782,-1.684,-1.574,-4.813,4.388,-8.568,-1.503,-5.191,-2.562,-0.341,-4.453,-0.087,-3.084,-1.077,-2.809,-3.821,3.337,-1.532,-1.097,-2.105,4.078,-4.035,-0.081,-2.368,-2.487,-2.272,1.351,-3.113,-0.801,-2.142,-4.039,-2.947,1.003,0.339,1.672,-5.903,1.214,2.436,0.981
"Electric fan","430359",2.791,1.196,2.765,10.202,-3.262,0.616,-0.011,-1.881,2.721,-0.932,1.942,-0.226,2.548,0.783,0.677,5.361,-2.106,4.228,1.19,11.612,1.688,-1.672,-1.288,1.41,4.154,0.429,3.807,9.627,1.475,-3.366,-9.421,-5.054,1.508,-4.031,2.803,-1.527,2.609,-2.564,20.65,-10.982,0.64,-9.141,-7.667,-5.233,-1.344,-3.081,4.468,-1.938,-1.227,0.924,-4.024,-11.644,-3.964,4.737,3.441,3.623,3.934,-4.014,4.202,-3.38,2.779,-2.083,-1.302,0.632,0.915
"Security or surveillance camera","430364",,,,,,,,,,,,,,,,,,,,,,,,,-3.804,6.253,-4.105,3.173,-2.776,5.923,-2.924,9.465,-4.458,-17.972,12.903,2.925,8.852,3.947,-5.603,3.326,1.825,5.753,-6.728,3.906,-5.135,-1.491,-5.636,8.721,0.112,-6.696,-11.604,15.967,1.098,-5.915,4.561,0.676,-5.064,1.97,-4.939,-1.255,-2.302,7.538,-0.115,-1.206,3.688
"Small pet mammal (e.g. hamster, gerbil, guinea pig, rabbit)","430623",0,0.925,-0.496,-2.686,0.402,0.294,-0.03,0.078,0.071,0.626,-0.009,-0.334,0.16,-0.435,0.534,0.154,0.009,0,-0.005,0.039,-0.01,0.07,0.14,0.063,-0.428,-0.056,7.897,0.495,-0.05,0.197,-0.068,0.318,0.042,-0.036,0.183,0.331,-0.124,1.834,-4.839,-0.338,-0.223,-0.023,-0.191,0.026,8.29,0.137,0.108,0.672,0,-0.085,0.085,-0.052,0.011,0.087,0,-0.104,-0.015,18.108,2.395,-0.055,0,0,0,0,0.09
"Electrical service charge","440112",0,0,0,0,0,0.75,0,0,0.09,0,0,9.421,0,0,0,0,0,0.64,0,0,0.028,0,0,0,0,0,0,0,0,0.213,0,0,-0.009,0,0,0,0,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,-0.067,0,0,0.568,0,0,0,0,0,0.275,0,0
"Home delivery charges","440122",0,0,-0.137,0,0,-7.257,0,0,4.196,0,0,-6.398,0,0,1.337,0,0,2.678,0,0,0.026,0,0,-0.642,0,0,0.597,0,0,-2.572,0,0,-0.013,0,0,6.335,0,0,1.249,0,0,0.616,0,0,-0.483,0,0,0.655,0,0,-3.678,0,0,1.273,0,0,0,0,0,0,0,0,0,0,0
"Watch battery replacement","440131",0.062,0.31,0.498,4.509,0.228,0.419,0.849,0.122,0.28,0.014,0.153,0.367,-0.157,0.286,0.312,0.333,0.339,0.189,-0.202,0.109,0.039,-0.003,0.028,0.095,0.27,0.032,-0.113,0.41,0.027,0.459,0.447,-0.189,0.359,-0.08,0.04,2.499,0.722,0.09,0.494,-0.757,-0.153,1.315,0.196,-0.279,0.357,0.672,0.268,0.249,0.267,0.205,-0.152,0.183,0.347,0.367,0.017,0.164,-0.055,0.458,-0.006,0.627,0.234,0.387,-0.138,0.333,0.16
"Men's clothing hire (loungewear, tuxedo, tails or kilt)","440132",0.062,0.31,0.498,1.106,0.318,0.368,2.658,1.618,2.1,1.075,1.182,2.172,2.104,0.998,1.193,1.192,-0.116,-0.167,1.113,0.828,0.508,1.231,0.341,2.697,1.288,1.558,0.74,0.205,-0.006,0.027,-0.099,1.058,1.193,0.44,-0.235,0.418,0.715,0.15,0.469,0.125,-0.079,0.207,-0.006,0.203,0.555,0.148,0.441,1.296,1.15,0.668,0.681,0.752,0.167,-0.04,-0.348,0.762,0.158,-0.213,0.399,1.58,0.657,0.64,-0.315,0.153,0.195
"Estate agent fees percentage, sole agent","440202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trade union subscriptions","440204",0,0,0.085,0,0,0.129,0,0,0.086,0,0,0.273,0,0,0.588,0,0,0.318,0,0,0.311,0,0,0.614,0,0,0.643,0,0,0.327,0,0,0.401,0,0,1.418,0,0,2.055,0,0,0.764,0,0,0.375,0,0,0.799,0,0,1.254,0,0,0.547,0,0,0.422,0,0,0.757,0,0,1.305,0,0
"Home contents insurance","440208",-0.535,-0.37,-0.784,-0.478,-0.563,0.179,-1.925,-1.154,-1.181,-0.435,16.707,16.027,-0.53,-1.6,-0.394,-0.151,-1.47,-1.789,0.17,1.178,0.759,0.045,-1.283,-1.135,3.641,2.42,1.604,-1.968,-1.308,-1.178,-0.081,0.124,-0.289,-0.627,-0.516,0.877,1.357,1.824,0.941,1.796,0.851,-1.296,-0.422,-0.149,-0.615,-0.697,-0.757,-0.147,-3.404,-1.283,-1.612,-0.895,-0.468,-2.886,-0.783,-1.989,-4.917,-5.818,-2.84,-0.765,-0.034,0.096,-0.271,-0.686,0.681
"Surveyors' fees (valuation)","440218",0,0,-11.396,0,0,0,0,0,-8.862,0,0,-22.948,0,0,-3.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.547,0,0,0,0,0,-0.082,0,0,-0.239,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0.343,0,0,0,0,0,-0.842,0,0,-1.256,0,0
"Driving test fees","440224",0.062,0.31,0.498,0.558,0,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Home buyers survey for residential property","440226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Birth, death and marriage fee","440229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.337,0,0,0,0,0,0,0,0,0,0,0,3.562,0,0
"University tuition - international students","440230",0,0,0,0,0,0,0,0,4.691,0,0,0,0,0,0,0,0,0,0,0,4.656,0,0,0,0,0,0,0,0,0,0,0,7.126,0,0,0,0,0,0,0,0,0,0,0,8.828,0,0,0,0,0,0,0,0,0,0,0,7.795,0,0,0,0,0,0,0,0
"Passport fees","440231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.272,0,0,0,0,0,0,0,0,0,0,0,0,0,7.358,0,0,0,0,0,0,0,0,0,0,0,6.838,0,0,0,0,0,0,0,0,0,0,0,7.976,0,0
"Investment fund charges (ongoing)","440237",-0.183,0.091,-3.921,0.641,0.636,0.009,0,0.719,0.429,1.068,0.793,0.282,-0.174,0.783,1.244,2.476,0.667,0.604,0.574,0.49,0.393,1.938,0.396,0.445,-0.629,1.186,1.659,1.164,0.69,0.106,-0.457,0.306,0.533,0,-0.227,-0.598,-0.529,0.608,0.388,0.375,0.299,0.429,-0.223,0.373,0.144,0.596,0.074,-0.142,-0.147,0.443,0.304,1.098,0.29,0.257,0.072,0.215,-0.162,0.358,-0.214,0.43,-0.428,0.43,0.44,0.781,0.21
"Private school fees","440238",0,0,0,0,0,0,0,3.664,0,0,0,0,0,0,0,0,0,0,0,4.716,0,0,0,0,0,0,0,0,0,0,0,7.503,0,0,0,0,0,0,0,0,0,0,0,5.091,0,0,0,12.694,0,0,0,0,0,0,0,4.654,0,0,0,0,0,0,0,0,0
"University tuition (UK students)","440239",0,0,0,0,0,0,0,0,5.291,0,0,0,0,0,0,0,0,0,0,0,2.165,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2.155,0,0,0,0,0,0,0,0,0,0,0,3.473,0,0,0,0,0,0,0,0
"Stockbroker fee (commission)","440241",-0.14,0.081,0.2,0.479,0.477,0.335,-0.522,0.556,0.196,0.828,0.604,0.386,-0.156,0.617,0.876,1.923,0.502,0.62,0.438,0.354,0.434,1.45,0.31,0.287,-1.343,0.893,0.598,0.902,0.531,0.112,-0.359,0.248,0.394,0,-0.168,0.28,-0.82,0.497,0.421,0.319,0.245,0.122,-1.061,0.298,-0.05,0.492,0.051,0.317,-0.118,0.354,0.304,0.91,0.252,0.3,0.047,0.183,0,0.298,-0.182,0.365,-0.581,0.354,0.51,0.638,0.174
"Educational class","440243",0,0,0,0,0,0,0,2.867,0,0,0,0,0,0,0,0,0,0,0,2.534,0,0,0,0,0,0,0,0,0,0,0,3.943,0,0,0,0,0,0,0,0,0,0,0,5.943,0,0,0,0,0,0,0,0,0,0,0,4.002,0,0,0,0,0,0,0,0,0
"Pet insurance","440246",0,0,2.743,0,0,1.258,0,0,2.634,0,0,-0.577,0,0,0.494,0,0,0.091,0,0,1.008,0,0,4.15,0,0,3.876,0,0,3.208,0,0,3.526,0,0,2.844,0,0,4.552,0,0,1.445,0,0,1.202,0,0,-5.919,0,0,5.161,0,0,-4.812,0,0,5.485,0,0,2.166,0,0,0.988,0,0
"Banker's draft fee","440247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"House conveyancing, charge for sale (inc VAT)","440249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current account fees","440250",0,0,-0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.339,0,0,2.795,0,0,0,0,0,4.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0
"Open university fees","440251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Money transfer fees","440252",0,0,-0.57,0,0,-17.202,0,0,0.692,0,0,-1.375,0,0,-17.444,0,0,4.915,0,0,-7.723,0,0,-0.855,0,0,-8.544,0,0,0.475,0,0,-2.359,0,0,-0.924,0,0,1.466,0,0,0.597,0,0,2.777,0,0,0.084,0,0,0.006,0,0,-1.987,0,0,1.317,0,0,1.689,0,0,-0.026,0,0
"Credit card fees","440255",-5.892,0.026,0.076,0.177,0.178,0.127,0.854,0.201,0.117,0.3,0.225,0.149,-0.045,0.204,0.296,0.656,0.179,0.225,0.209,0.134,0.157,0.593,0.111,0.111,-0.164,0.309,0.206,0.307,0.184,0.041,-0.122,-1.204,0.145,0,-4.49,0.109,-2.589,0.163,0.141,-0.013,0.081,0.04,-0.06,-1.101,-0.021,0.163,0.021,0.102,-0.039,0.116,0.097,0.288,-0.015,-0.54,0.018,-6.536,0,0.101,-0.06,-3.664,-0.112,0.112,-1.899,0.356,0.289
"Mortgage arrangement fees","440256",0,0,0,0,0,2.959,0.312,0.229,0.013,0.112,0.104,1.025,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,0,0,0.273,0,-0.17,0,0,0,0,0,0.731,0.088,0.04,-0.723,0,0.021,0.011,0.004,0.002,0,0,0,-0.252,0,0.253,0,0,0,0,0.006,0.001,0,0,0,-0.326,0,0
"Home maintenance policy","440257",0,0,-6.888,0,0,1.55,0,0,3.832,0,0,-3.178,0,0,15.423,0,0,7.907,0,0,3.137,0,0,1.343,0,0,0,0,0,5.471,0,0,1.447,0,0,0.312,0,0,2.13,0,0,0,0,0,2.474,0,0,0.171,0,0,4.628,0,0,0,0,0,0.073,0,0,1.835,0,0,-1.212,0,0
"Dating agency fees","440258",0,0,0,0,0,0,0,0,0,0,0,3.941,0,0,3.525,0,0,1.4,0,0,-1.38,0,0,0.803,0,0,-0.27,0,0,0.767,0,0,-0.328,0,0,-0.91,0,0,1.288,0,0,19.03,0,0,-0.095,0,0,3.221,0,0,-3.456,0,0,1.033,0,0,3.073,0,0,-2.467,0,0,3.38,0,0
"Letter handling services","440302",,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.672,0,0,0,0,0,0,8.789,0,0,0,0,15.349,0,0,0,0,0,7.216,0,0,0,0,0,5.053,0,0,0,0,0,1.176,0,0,0,0,0,5.083,0,0
"Parcel delivery services","440303",,,,,,,,,,,,,,,,,,,,,,,,,-0.654,0,3.37,0.651,0,0,0,0,1.916,0,0,0,0,0,6.939,0,0,-1.508,0,-0.636,1.954,-2.375,5.884,-5.557,2.081,-2.039,1.539,0,0,0,-0.258,-2.405,1.253,0,0,-0.572,-0.703,0,1.128,-2.993,0
"Telephone charges","440401",0,0,4.432,0,0,0,0,0,0,0,0,0,0,0,9.251,0,0,0,0,0,0,0,0,0,0,0,21.112,0,0,0,0,0,0,0,0,0,0,0,7.804,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,2.987,0,0
"Mobile phone charges","440402",-0.041,0.552,1.952,0.019,-0.257,-0.574,-0.701,0.756,-0.426,-0.497,-0.425,-0.289,0.211,-0.08,7.587,-0.217,-0.42,-0.392,-0.666,-0.3,-0.49,-0.164,-0.252,-0.148,0.477,-0.155,11.783,-0.392,-0.706,-0.363,-0.272,-0.367,0.046,-1.031,-1.169,-0.629,0.011,2.706,7.307,0.272,0.005,-1.142,-0.642,-0.103,0.264,-0.614,-0.103,-0.057,-0.077,2.071,5.09,-0.144,-0.075,-0.122,-0.244,0.243,0.251,-0.986,-0.174,0.846,0.023,0.798,7.448,0.095,0.219
"Telephone service - cable","440403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Directory enquiries","440405",0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,13.533,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0.741,0,0,0,0,0,0,0,1.212,0,0,0,0,0,0,0,0,0.007,0,0,1.401,0,0
"Internet subscription","440406",0,0,0.222,0,0,1.489,0,0,-0.18,0,0,0.514,0,0,2.864,0,0,0,0,0,0,0,0,0.319,0,0,3.064,0,0,0.161,0,0,1.871,0,0,3.023,0,0,5.026,0,0,0,0,0,-1.397,0,0,0,0,0,13.673,0,0,0,0,0,-3.071,0,0,3.168,0,0,12.098,0,0
"Telecom services bundle","440409",0,0,1.876,0,0.078,0,0,0,0,0,0,0,0,0,1.155,0,0,0,0,0,0,0.154,0,0,0,0,9.063,0,0,0.048,0,0,0,0,0,0,0,0,5.514,0,0,0,0,1.446,0.05,0,0,0,0,0,4.966,0,0,0,0,0,-0.096,0,0,0,0,0.391,4.957,0,0
"Mobile phone apps","440410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956,0.229,-1.403,1.497,-1.105,2.58,-0.639,-1.603,-2.9,1.638,2.126,0.625,-0.154,0.285,-0.723,3.59,-0.859
"Men's shorts","510124",2.209,1.255,6.393,2.479,1.474,-2.043,-3.535,0.897,2.406,0.351,1.762,-3.407,2.492,6.169,-3.529,0.673,-0.656,2.662,-5.251,2.6,2.187,0.333,0.398,-1.471,4.746,1.563,6.101,3.307,0.051,-2.39,-6.254,2.2,0.791,-0.823,1.319,-2.519,2.437,1.644,3.089,4.134,-0.517,-1.936,-5.501,0.064,1.27,0.438,0.241,-3.069,0.058,2.465,-1.037,1.03,-0.975,-1.648,-9.623,2.75,1.117,-0.208,0.281,-4.128,1.177,0.475,0.528,-1.496,-0.617
"Men's T-shirt - branded","510126",6.115,-0.644,-7.129,-1.238,5.068,0.888,1.542,-0.925,-1.513,0.444,-0.951,2.958,0.608,9.408,-1.833,2.772,0.391,-0.003,-5.972,-8.291,3.306,2.709,-0.092,-0.979,20.917,1.224,-5.589,6.517,-11.158,5.784,2.14,1.259,-3.693,-2.738,1.973,0.54,0.375,0.302,0.27,-0.295,-0.43,30.033,-0.134,-22.581,0.025,0.055,0.588,-1.036,0.744,5.676,-3.26,-0.305,0.654,-1.005,3.096,-3.167,1.622,0.008,-0.064,-3.975,3.29,-0.079,6.353,-1.229,-0.59
"Women's T-shirt","510215",-5.413,3.09,1.983,2.703,1.847,0.06,-0.106,-0.202,0.057,-0.909,5.631,-4.578,0.547,3.018,2.471,1.638,-0.937,-1.023,-1.259,2.287,2.12,0.564,-1.846,-2.398,3.258,1.226,1.466,2.976,-0.559,-3.956,-1.19,2.375,-0.416,4.658,-3.327,-0.94,-0.338,-1.537,2.01,0.21,2.373,-1.828,-1.253,2.659,3.355,1.257,-1.935,-5.516,2.533,0.137,-0.219,-2.357,0.944,-2.679,2.395,0.809,3.151,-0.619,0.476,-3.543,3.668,-0.15,-0.976,-2.018,1.77
"Women's dress 2","510262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earrings - fashion","520123",-6.758,4.711,0.196,-0.034,-0.019,0.746,0.694,1.158,0.009,0.145,-0.621,1.023,-0.027,1.482,1.132,1.462,-0.785,-2.986,2.403,0.155,-0.801,0.799,-0.172,1.083,1.819,0.999,-0.46,0.319,0.448,1.731,-0.549,-0.031,-0.326,0.589,0.126,-0.837,1.967,1.452,0.986,0.344,0.784,-1.908,0.004,2.549,0.359,-0.102,-0.883,-0.364,0.058,0.332,-0.435,0.457,0.29,-0.724,1.235,1.305,0.332,-0.581,0.023,-0.988,-0.451,0.099,0.626,0.936,1.15
"Mobile phone accessory","520141",-0.132,0.467,-0.981,1.461,5.995,-1.977,-1.097,-1.394,2.885,-1.241,1.707,1.243,1.299,-0.285,0.119,1.413,-2.577,0.777,-2.603,1.061,1.754,1.261,-2.785,-3.118,-4.841,-0.436,1.973,-0.398,2.891,-1.043,0.997,0.784,-0.946,0.586,-4.503,2.591,-1.309,1.836,0.196,-1.042,-0.345,-0.951,1.549,-1.124,-0.047,0.206,0.246,-0.221,0.118,-1.419,2.279,-1.915,-1.955,1.114,1.852,2.27,-0.136,-1.13,-0.255,-2.439,1.586,1.455,-2.431,0.909,-0.269
"Smartwatch","520143",3.33,1.434,-0.278,-4.457,-2.111,-3.207,4.618,-0.187,0.259,-9.467,-1.903,-0.073,-0.332,-0.014,-4.858,-0.467,-2.943,0.242,1.446,1.607,-1.55,1.141,-9.465,5.221,4.629,-2.088,1.965,-0.733,-4.876,2.493,4.356,-3.238,2.654,-3.999,-5.206,-0.656,3.178,-5.355,6.395,-5.87,-3.347,5.164,-1.58,-3.012,1.43,-0.932,-0.043,-2.247,6.578,-4.734,4.906,-8.741,8.319,-2.297,2.381,-10.502,8.181,-1.184,-2.559,2.013,-6.482,-0.032,0.464,-2.929,8.254
"NHS prescription charges","520207",0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.209,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private healthcare 1","520305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Private healthcare 2","520306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slimming club membership","520318",0,0,0.004,0,0,0,0,0,0,0,0,4.208,0,0,2.524,0,0,-2.462,0,0,4.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,2.623,0,0
"LA supported residents in retirement homes","520319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Private healthcare 3","520321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Private healthcare 4","520322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dental insurance","520328",0,0,0.162,0,0,-0.08,0,0,-0.007,0,0,2.583,0,0,0.153,0,0,0.042,0,0,0.012,0,0,3.956,0,0,0.073,0,0,-0.011,0,0,0.284,0,0,1.712,0,0,1.537,0,0,0.017,0,0,0.018,0,0,1.553,0,0,2.094,0,0,0.155,0,0,3.841,0,0,1.114,0,0,1.212,0,0
"Private surgery or self-pay operations","520330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flower delivery charges (online)","520333",0,0.2,0,0,0,0,0,0,0,0,0,0,0,-0.299,-0.099,0.2,0,0,0,0.099,0.599,0,-0.198,0.198,0.114,0,0,0,0,0,0,0.157,-0.51,0.512,0,1.656,0,0,0,0,0,0,2.43,2.055,0,0.152,0,0,0,1.386,0,0,0,0,0.682,-1.316,0,0,0,0.324,0.458,12.196,0.188,0,0
"NHS dental charges (routine)","520334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.239,0,0,0,0,0,0,0,0,0,0,0,1.825,0,0
"NHS dental charges (other)","520335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.407,0,0,0,0,0,0,0,0,0,0,0,1.713,0,0
"Caravan","610110",0,0,0.481,0,0,0.043,0,0,-0.328,0,0,0,0,0,0.123,0,0,0.058,0,0,0,0,0,0.024,0,0,0.875,0,0,0,0,0,0.961,0,0,1.231,0,0,0,0,0,0,0,0,1.781,0,0,-0.059,0,0,0.472,0,0,0.043,0,0,-0.67,0,0,0.058,0,0,0.547,0,0
"Motorcycle","610112",1.675,0.273,0.604,0.133,0.839,0.293,0.201,0.076,-0.048,-0.049,-0.082,0.191,0.347,0.277,0.51,0.571,0.138,0.124,0.124,0.123,-0.212,-0.181,-0.186,0.121,0.207,0.121,-0.083,0.326,-0.619,0.121,0.121,-0.129,0.484,0.076,-0.21,0.121,-1.156,-0.005,2.057,-0.882,0.117,-0.008,0.131,0.14,0.084,1.061,0.348,0.106,0.11,0.296,0.229,0.118,-0.174,0.322,0.955,-0.372,-2.649,0.043,0.152,0.118,0.105,0.116,0.093,0.073,0.679
"New petrol or diesel cars","610113",0.002,0.122,0.458,-0.064,0.101,0.267,0.957,0.042,0.716,0.441,0.677,0.164,0.092,0.304,1.529,1.215,0.156,0.189,0.137,0.536,0.581,0.776,0.213,0.366,0.022,0.083,1.02,0.182,-0.007,0.47,0.015,0.362,0.327,0.157,0.123,0.339,0.009,0.097,0.977,-0.524,0.344,0.089,-0.049,0.123,0,0.902,0.515,0.131,-0.074,1.037,0.938,-0.238,-0.212,0.286,0.133,-0.011,1.166,-0.053,0.371,-0.129,-0.04,0.04,-0.583,-0.423,1.14
"New hybrid or electric cars","610114",0.357,0,-0.421,0.164,0.006,-0.097,0.161,0.118,0,0.419,0.742,0.769,0.326,0.333,2.261,1.443,0.551,1.391,-0.196,0.028,0.297,0.878,0.149,0.142,0.333,0.067,1.49,0.098,-0.009,0.697,0,-0.656,0.472,0.09,0.393,0.42,0.025,-0.149,0.293,-0.407,0.262,0.285,-0.053,0.152,0.296,0.431,0.119,1.501,-0.66,0.221,0.097,0.476,-0.058,-0.015,-0.031,-0.599,-0.436,0.089,0.332,0.59,-0.497,0.306,0.488,0.67,-0.346
"Motorhomes","610118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.166,0,0
"Car parts - spare","610207",0,0,0.883,0,0,1.299,0,0,0.526,0,0,3.266,0,0,2.233,0,0,0.653,0,0,3.747,0,0,2.609,0,0,0.247,0,0,3.585,0,0,1.647,0,0,4.178,0,0,0.687,0,0,0.031,0,0,3.183,0,0,1.221,0,0,-6.438,0,0,2.052,0,0,6.501,0,0,2.032,0,0,-0.069,0,0
