ID_START,ID_NAME,CONSUMPTION_SEGMENT_CODE,CONSUMPTION_SEGMENT_NAME,Category1,Category2,COICOP5_NAME,COICOP4_NAME,COICOP3_NAME,COICOP2_NAME,WEIGHT_SIZE,AVERAGE_PRICE
202502,Pizza,CP0119104,Pizza,Groceries,Pre-made food,Pizza and quiche,Bread and cereals,Food,Food and non-alcoholic beverages,450 g,3.9
202502,Plums,CP0116399,"Other stone fruits and pome fruits, fresh",Groceries,Fresh fruit,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,1000 g,3.66
202502,"Pork - gammon (e.g. joint, rasher)",CP0112303,"Pork, dried, salted or smoked",Groceries,Meat,"Dried, salted or smoked meat",Meat,Food,Food and non-alcoholic beverages,1000 g,9.31
202502,"Pork - bacon (e.g. joint, rasher)",CP0112303,"Pork, dried, salted or smoked",Groceries,Meat,"Dried, salted or smoked meat",Meat,Food,Food and non-alcoholic beverages,1000 g,8.97
202502,Pork - steak or chops,CP0112202,"Meat of pigs, fresh, chilled or frozen",Groceries,Meat,Pork,Meat,Food,Food and non-alcoholic beverages,1000 g,9.54
202502,Pork - strips,CP0112202,"Meat of pigs, fresh, chilled or frozen",Groceries,Meat,Pork,Meat,Food,Food and non-alcoholic beverages,500 g,5.91
202502,Side dishes - potato-based dishes,CP0119103,"Prepared potato side dishes, chilled or frozen",Groceries,Pre-made food,Potatoes,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,500 g,1.61
202502,"Potatoes - baby, new or salad",CP0117501,"Potatoes, not sweet",Groceries,Potatoes,Potatoes,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,1000 g,1.54
202502,Potatoes - baking (excl. frozen),CP0117501,"Potatoes, not sweet",Groceries,Potatoes,Potatoes,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,1000 g,1.11
202502,Potatoes - sweet,CP0117502,"Potatoes, sweet",Groceries,Potatoes,Other tubers and products of tuber vegetables,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,1000 g,1.49
202502,Potatoes - white,CP0117501,"Potatoes, not sweet",Groceries,Potatoes,Potatoes,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,1000 g,0.98
202502,Protein shakes and meal replacement drinks,CP0129001,Protein powder and protein shakes,Groceries,Soft drinks,Other food products n.e.c.,Food products (nec),Food,Food and non-alcoholic beverages,1500 g,33.87
202502,Quiche,CP0119105,Quiche and savoury tarts,Groceries,Pre-made food,Pizza and quiche,Bread and cereals,Food,Food and non-alcoholic beverages,400 g,2.95
202602,Oil - rapeseed,CP0115199,Other edible vegetable oils,Groceries,"Butter, spreads and oils",Olive oil,Oils and fats,Food,Food and non-alcoholic beverages,200 ml,1.57
202502,Raspberries,CP0116401,"Berries, fresh",Groceries,Fresh fruit,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,1000 g,14.13
202502,Rice cakes,CP0111101,"Rice, in all forms (excl. rice flour)",Groceries,Store cupboard,Rice,Bread and cereals,Food,Food and non-alcoholic beverages,150 g,1.66
202502,Rice - microwave,CP0111101,"Rice, in all forms (excl. rice flour)",Groceries,Store cupboard,Rice,Bread and cereals,Food,Food and non-alcoholic beverages,250 g,0.92
202502,"Bread - rolls, baps or buns",CP0111303,"Bread rolls, buns, baguettes and other loaves",Groceries,Bakery,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,6 pack,1.24
202602,Sandwich or wrap - prepared or takeaway,CP0119108,Prepared sandwiches and wraps,Groceries,Pre-made food,Ready-made meals,Food products (nec),Food,Food and non-alcoholic beverages,each,2.05
202502,Pork sausages,CP0112501,Sausages and similar meat products,Groceries,Meat,"Dried, salted or smoked meat",Meat,Food,Food and non-alcoholic beverages,1000 g,7
202502,Fish - smoked salmon or trout,CP0113201,"Fish, smoked",Groceries,Fish,Other preserved or processed fish and seafood-based preparations,Fish,Food,Food and non-alcoholic beverages,150 g,5.31
202502,Soup - canned or tinned,CP0119106,Ready-made soups,Groceries,Pre-made food,Other food products n.e.c.,Food products (nec),Food,Food and non-alcoholic beverages,400 g,1.19
202502,Spirits - brandy and cognac,CP0211005,"Spirits, brandy and cognac",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,22.13
202502,Spirits - gin,CP0211001,"Spirits, gin",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,17.47
202502,"Spirits - liqueur (e.g. cream, coffee)",CP0211007,"Spirits, liqueur",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,15.15
202502,Spirits - pre-mixed cocktail,CP0211006,Pre-mixed spirit-based beverages,Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,300 ml,2.32
202502,Spirits - rum,CP0211004,"Spirits, rum",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,16.5
202502,Spirits - vodka,CP0211003,"Spirits, vodka",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,16.82
202502,Spirits - whisky,CP0211002,"Spirits, whisky",Groceries,Alcohol,Spirits and liqueurs,Spirits,Alcoholic beverages,Alcoholic beverages and tobacco,700 ml,18.12
202502,Water - still,CP0125001,Water,Groceries,Soft drinks,Mineral or spring waters,"Mineral waters, soft drinks and juices",Non-alcoholic beverages,Food and non-alcoholic beverages,500 ml,0.43
202502,Stir-fry pack,CP0117404,"Vegetable mixes and salad bags, fresh or chilled",Groceries,Fresh vegetables,Fresh or chilled vegetables other than potatoes and other tubers,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,400 g,1.73
202502,Strawberries,CP0116401,"Berries, fresh",Groceries,Fresh fruit,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,1000 g,10
202502,Sugar - white,CP0118101,Sugar,Groceries,Store cupboard,Sugar,"Sugar, jam, syrups, chocolate and confectionery",Food,Food and non-alcoholic beverages,1000 g,1.15
202502,Sweetcorn - canned or jarred,CP0117901,"Vegetables, tubers and pulses, canned or jarred (excl. pickled vegetables)",Groceries,Store cupboard,"Dried vegetables, other preserved or processed vegetables",Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,250 g,0.96
202502,Sweets - chewing or bubble gum,CP0118901,"Sweets, mints and chewing gum",Groceries,Chocolate and sweets,Confectionery products,"Sugar, jam, syrups, chocolate and confectionery",Food,Food and non-alcoholic beverages,30 g,0.93
202502,"Sweets - hard (e.g. toffee, boiled)",CP0118902,"Sweets, soft and hard (excl. mints and chewing gum)",Groceries,Chocolate and sweets,Confectionery products,"Sugar, jam, syrups, chocolate and confectionery",Food,Food and non-alcoholic beverages,200 g,1.65
202502,Sweets - mints,CP0118901,"Sweets, mints and chewing gum",Groceries,Chocolate and sweets,Confectionery products,"Sugar, jam, syrups, chocolate and confectionery",Food,Food and non-alcoholic beverages,50 g,0.75
202502,"Sweets - soft (e.g. jelly, pastille)",CP0118902,"Sweets, soft and hard (excl. mints and chewing gum)",Groceries,Chocolate and sweets,Confectionery products,"Sugar, jam, syrups, chocolate and confectionery",Food,Food and non-alcoholic beverages,200 g,1.48
202502,"Tea - flavoured (e.g. mint), bags",CP0123002,"Flavoured tea, bags or leaves (e.g. green tea)",Groceries,Soft drinks,Tea,"Coffee, tea and cocoa",Non-alcoholic beverages,Food and non-alcoholic beverages,40 g,1.98
202502,"Tea - unflavoured, bags",CP0123001,"Black tea, bags or leaves",Groceries,Soft drinks,Tea,"Coffee, tea and cocoa",Non-alcoholic beverages,Food and non-alcoholic beverages,240 g,2.51
202502,Tobacco - loose,CP0230901,"Tobacco, loose",Tobacco,Other tobacco products,Other tobacco products,Tobacco,Tobacco,Alcoholic beverages and tobacco,30 g,26.92
202502,Condiments - tomato ketchup,CP0119302,Condiments,Groceries,Store cupboard,"Sauces, condiments",Food products (nec),Food,Food and non-alcoholic beverages,500 g,2.06
202502,Tomatoes,CP0117203,"Tomatoes, fresh or chilled",Groceries,Fresh vegetables,Fresh or chilled vegetables other than potatoes and other tubers,Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,1000 g,3.79
202502,Tomatoes - canned or jarred,CP0117901,"Vegetables, tubers and pulses, canned or jarred (excl. pickled vegetables)",Groceries,Store cupboard,"Dried vegetables, other preserved or processed vegetables",Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,400 g,0.67
202502,"Vaping refills - cartridges (not devices, e.g. pens)",CP0230902,"Vaping products and refills, cartridges",Tobacco,Other tobacco products,Other tobacco products,Tobacco,Tobacco,Alcoholic beverages and tobacco,10 ml,3.65
202502,Ready meals - vegetable,CP0119101,"Pre-cooked dishes based on meat, fish, vegetables, pasta or other cereals, chilled or frozen",Groceries,Pre-made food,Ready-made meals,Food products (nec),Food,Food and non-alcoholic beverages,350 g,2.14
202502,Vegetarian burgers and sliders,CP0117906,Vegetarian and vegan meat substitutes,Groceries,Other food,"Dried vegetables, other preserved or processed vegetables",Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,300 g,2.51
202502,Vegetarian sausages,CP0117906,Vegetarian and vegan meat substitutes,Groceries,Other food,"Dried vegetables, other preserved or processed vegetables",Vegetables including potatoes and tubers,Food,Food and non-alcoholic beverages,300 g,2.59
202502,Wine - fortified (incl. sherry/port),CP0212105,"Wine, fortified (incl. sherry and port)",Groceries,Alcohol,Fortified wines,Wine,Alcoholic beverages,Alcoholic beverages and tobacco,750 ml,11.08
202502,Wine - red,CP0212102,"Wine, red",Groceries,Alcohol,Wine from grapes,Wine,Alcoholic beverages,Alcoholic beverages and tobacco,750 ml,7.83
202502,Wine - rose,CP0212103,"Wine, rose",Groceries,Alcohol,Wine from grapes,Wine,Alcoholic beverages,Alcoholic beverages and tobacco,750 ml,6.94
202502,Wine - sparkling (incl. prosecco),CP0212104,"Wine, champagne and sparkling",Groceries,Alcohol,Wine from grapes,Wine,Alcoholic beverages,Alcoholic beverages and tobacco,750 ml,8.9
202502,Wine - white,CP0212101,"Wine, white",Groceries,Alcohol,Wine from grapes,Wine,Alcoholic beverages,Alcoholic beverages and tobacco,750 ml,8.31
202502,Wraps and tortillas (without filling),CP0111304,"Flatbreads, thins and pittas",Groceries,Bakery,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,360 g,1.47
202502,Yoghurt - children's,CP0114601,"Yoghurt, from milk of cows",Groceries,Dairy,Yoghurt,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,300 g,1.62
202502,Yoghurt - flavoured,CP0114601,"Yoghurt, from milk of cows",Groceries,Dairy,Yoghurt,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,150 g,0.73
202502,Yorkshire puddings,CP0119107,Yorkshire puddings,Groceries,Pre-made food,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,200 g,1.85
199002,Pub meal - main course,220107,Pub meal - main course,Food and drink establishments,"Restaurants, cafes and pubs","Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,13.2
200501,Soft drink - draught,220116,Soft drink - draught,Food and drink establishments,Served soft drinks,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per serving,2.8
200501,Mineral water - still or sparkling,220117,Mineral water - still or sparkling,Food and drink establishments,Served soft drinks,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per bottle,2.57
200602,Restaurant coffee,220121,Restaurant coffee,Food and drink establishments,Served soft drinks,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,3.35
200602,Restaurant meal - dessert,220122,Restaurant meal - dessert,Food and drink establishments,"Restaurants, cafes and pubs","Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,7.3
200802,Muffin or individual cake,220124,Muffin or individual cake,Food and drink establishments,"Restaurants, cafes and pubs","Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,2.87
200902,Fruit juice drink - bottle,220125,Fruit juice drink - bottle,Food and drink establishments,Served soft drinks,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per bottle,3.15
201602,Restaurant meal - main course,220128,Restaurant meal - main course,Food and drink establishments,"Restaurants, cafes and pubs","Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,16.58
200302,School meal - primary (fixed charge),220209,School meal - primary (fixed charge),Food and drink establishments,Schools,Canteens,Canteens,Catering services,Restaurants and hotels,per meal,2.27
200302,School meal - secondary (cafeteria),220210,School meal - secondary (cafeteria),Food and drink establishments,Schools,Canteens,Canteens,Catering services,Restaurants and hotels,per meal,3.02
198702,Fish and chips (takeaway),220301,Fish and chips (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,10.93
198702,Crisps - eat-in or takeaway,220310,Crisps - eat-in or takeaway,Food and drink establishments,"Restaurants, cafes and pubs","Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per pack,1.39
200002,Pizza (takeaway or delivery),220316,Pizza (takeaway or delivery),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,11.3
200202,Indian takeaway - main course,220318,Indian takeaway - main course,Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,10.54
200202,Chinese takeaway - main course,220319,Chinese takeaway - main course,Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,8.44
200302,Kebab (takeaway),220323,Kebab (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,8.42
200501,Cinema popcorn,220324,Cinema popcorn,Recreation and culture,Activity,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,6.53
201202,Chicken and chips (takeaway),220326,Chicken and chips (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per meal,7.65
201802,Savoury pastry snack (takeaway),220327,Savoury pastry snack (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,2.3
202002,Burger (takeaway),220328,Burger (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,5.31
202402,Hot drink (takeaway),220329,Hot drink (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,3.01
202602,Sandwich - cold filling (takeaway),220330,Sandwich - cold filling (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,4.81
202602,Soft drink (takeaway),220331,Soft drink (takeaway),Food and drink establishments,Takeaways and delivery,Fast food and take away food services,"Restaurants, cafes and the like",Catering services,Restaurants and hotels,per bottle or can,2.17
198702,Bitter - draught (3.4-7.5%),310102,Bitter - draught (3.4-7.5%),Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per pint,4.12
200302,Lager - draught (3.4-4.2%),310109,Lager - draught (3.4-4.2%),Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per pint,4.62
200302,Premium lager - draught (4.3-7.5%),310110,Premium lager - draught (4.3-7.5%),Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per pint,5.59
201702,Cider - draught (4.5-5.5%),310114,Cider - draught (4.5-5.5%),Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per pint,4.73
198702,Whisky - shot,310301,Whisky - shot,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per shot,4.14
198702,Vodka - shot,310302,Vodka - shot,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per shot,4.55
199702,Mixer - bottle,310306,Mixer - bottle,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per bottle,1.88
199702,Liqueur - shot,310307,Liqueur - shot,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per shot,4.12
200302,Wine - glass,310310,Wine - glass,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per glass,5.65
200602,Wine - bottle,310315,Wine - bottle,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,each,25.39
202002,Gin - shot,310316,Gin - shot,Food and drink establishments,Served alcohol,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per shot,4.45
199002,Plumber - daytime,410508,Plumber - daytime,Services,Maintenance and repair,Services of plumbers,Services for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels","hourly rate, incl. VAT",65.79
199002,Electrical services - daytime,410509,Electrical services - daytime,Services,Maintenance and repair,Services of electricians,Services for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels","hourly rate, incl. VAT",52.36
200102,Decorating services,410517,Decorating services,Services,Maintenance and repair,Services of painters,Services for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",daily rate,155.32
200501,Carpentry services - daytime,410518,Carpentry services - daytime,Services,Maintenance and repair,Services of carpenters,Services for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels","hourly rate, incl. VAT",28.82
198702,Ready-mixed filler,410602,Ready-mixed filler,Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",each (430g - 1.8kg),8.13
198702,Paint brush,410607,Paint brush,Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",each (2 inch width),4.55
198702,Door handle,410611,Door handle,Household items,Maintenance and repair,Miscellaneous small tool accessories,Small tools and miscellaneous accessories,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",per pack,15.96
198702,Power drill,410614,Power drill,Household items,Maintenance and repair,Motorised major tools and equipment,Major tools and equipment,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",each,75.24
199302,Varnish - clear gloss,410621,Varnish - clear gloss,Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",each (750ml - 1 litre),19.83
199702,Screwdriver,410625,Screwdriver,Household items,Maintenance and repair,Non-motorised small tools,Small tools and miscellaneous accessories,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",each,5.63
200702,Shower head,410631,Shower head,Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",each,23.24
200902,Carpet cleaner hire,410632,Carpet cleaner hire,Household items,Maintenance and repair,"Repair, leasing and rental of major tools and equipment",Major tools and equipment,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",per hire,28.79
201102,MDF board (e.g. 2440 x 1220mm),410633,MDF board (e.g. 2440 x 1220mm),Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",each,25.5
201502,Ceramic tiles (15 x 15cm - 25 x 60cm),410637,Ceramic tiles (15 x 15cm - 25 x 60cm),Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",per pack of 6 - 44,23.56
201502,Woodscrews - steel or zinc-plated,410638,Woodscrews - steel or zinc-plated,Household items,Maintenance and repair,Other non-durable small household articles,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per pack of 10 - 100,3.83
202502,Wallpaper,410640,Wallpaper,Household items,Maintenance and repair,Materials for the maintenance and repair of the dwelling,Materials for maintenance and repair,Regular maintenance and repair of the dwelling,"Housing, water, electricity, gas and other fuels",per roll,26.77
198702,Coal,420103,Coal,Household items,Solid and liquid fuels,Coal,Solid fuels,"Electricity, gas and other fuels","Housing, water, electricity, gas and other fuels",per 50kg,33.54
199902,Kerosene,420405,Kerosene,Household items,Solid and liquid fuels,Liquid fuels,Liquid fuels,"Electricity, gas and other fuels","Housing, water, electricity, gas and other fuels",per 1000 litres,609.38
198702,Wardrobe - double,430101,Wardrobe - double,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,611.94
198702,Armchair,430104,Armchair,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,707.74
198902,Kitchen base unit,430119,Kitchen base unit,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each (width 800 - 1000mm),269.47
198902,Coffee table,430120,Coffee table,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,341.46
199802,Chest of drawers,430127,Chest of drawers,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,447.3
200302,Mattress - single,430132,Mattress - single,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each (3ft / 90cm),517.89
200302,Bookcase or shelving unit - freestanding,430133,Bookcase or shelving unit - freestanding,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,417.25
200302,Table lamp,430134,Table lamp,Household items,Furniture,Lighting equipment,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,85.05
200501,Settee - leather,430137,Settee - leather,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,1735.35
200602,Office desk/workstation,430138,Office desk/workstation,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,330.82
201302,Kitchen wall unit,430139,Kitchen wall unit,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each (width 800 - 1000mm),259.54
201702,Dining set - table and chairs,430141,Dining set - table and chairs,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",per set,1190.79
201802,High chair,430142,High chair,Household items,Furniture,Other furniture and furnishings,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,82.25
201902,Settee - non-leather,430143,Settee - non-leather,Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,1120.99
202202,Bed (adult),430144,Bed (adult),Household items,Furniture,Household furniture,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,795.95
198702,Duvet - double (10 - 13.5 tog),430211,Duvet - double (10 - 13.5 tog),Household items,Bed linen,Bed linen,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",each,51.2
199102,Duvet cover (with pillowcases),430216,Duvet cover (with pillowcases),Household items,Bed linen,Bed linen,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",per set,35.63
199702,Bed sheet,430224,Bed sheet,Household items,Bed linen,Bed linen,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",each,14.94
200102,Bath towel or sheet,430228,Bath towel or sheet,Household items,Bed linen,Table linen and bathroom linen,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",each,19.13
200202,Roller blinds - fabric,430229,Roller blinds - fabric,Household items,Furnishing fabrics and curtains,Furnishings fabrics and curtains,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",each (120 - 180cm width),28.47
201402,Tufted synthetic carpet,430233,Tufted synthetic carpet,Household items,"Carpets, rugs and flooring",Carpets and rugs,Carpets and other floor coverings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",per sq. metre,27.66
201402,Tufted wool carpet,430234,Tufted wool carpet,Household items,"Carpets, rugs and flooring",Carpets and rugs,Carpets and other floor coverings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",per sq. metre,43.26
201702,Rug,430235,Rug,Household items,"Carpets, rugs and flooring",Carpets and rugs,Carpets and other floor coverings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each,150.45
201802,Curtains - ready-made,430236,Curtains - ready-made,Household items,Furnishing fabrics and curtains,Furnishings fabrics and curtains,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",per set,64.15
202102,Luxury vinyl tile (LVT) flooring,430237,Luxury vinyl tile (LVT) flooring,Household items,"Carpets, rugs and flooring",Other floor coverings,Carpets and other floor coverings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",per sq. metre,36.3
202502,Cushion,430238,Cushion,Household items,"Carpets, rugs and flooring",Furnishings fabrics and curtains,Household textiles,Household textiles,"Furnishings, household equipment and maintenance",each,13.56
198702,Electric cooker,430304,Electric cooker,Household items,Cookware,Cookers,Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,462.03
198702,Electric kettle,430307,Electric kettle,Household items,Electrical,"Coffee machines, tea makers and similar appliances",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each (1.5 - 1.7 litres),45.19
199902,Electric iron,430317,Electric iron,Household items,Electrical,Irons,Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,44.99
199902,Electric razor,430321,Electric razor,Household items,Electrical,Electric appliances for personal care,Appliances and products for personal care,Personal care,Miscellaneous goods and services,each,54.04
201002,Hair styling appliance (e.g. straighteners or tongs),430351,Hair styling appliance (e.g. straighteners or tongs),Household items,Electrical,Electric appliances for personal care,Appliances and products for personal care,Personal care,Miscellaneous goods and services,each,50.32
201102,Vacuum cleaner,430355,Vacuum cleaner,Household items,Electrical,Cleaning equipment,Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,164.38
201102,Dishwasher - full-sized,430356,Dishwasher - full-sized,Household items,Electrical,"Clothes washing machines, clothes drying machines and dish washing machines",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,419.14
201302,Electric heater,430358,Electric heater,Household items,Electrical,"Heaters, air conditioners",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,38.57
201502,Washing machine - no dryer,430361,Washing machine - no dryer,Household items,Electrical,"Clothes washing machines, clothes drying machines and dish washing machines",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,419.64
